groupid,groupname,topics_id,topic_name
16243702,Design Driven NYC (a FirstMark Event),10110,Interaction Design
16243702,Design Driven NYC (a FirstMark Event),10209,Web Technology
16243702,Design Driven NYC (a FirstMark Event),10579,Technology
16243702,Design Driven NYC (a FirstMark Event),15582,Web Development
16243702,Design Driven NYC (a FirstMark Event),16216,Mobile Technology
16243702,Design Driven NYC (a FirstMark Event),19243,User Experience
16243702,Design Driven NYC (a FirstMark Event),21441,Mobile Development
16243702,Design Driven NYC (a FirstMark Event),26938,Usability
16243702,Design Driven NYC (a FirstMark Event),61781,UX Design
16243702,Design Driven NYC (a FirstMark Event),107583,UI Design
16243702,Design Driven NYC (a FirstMark Event),122974,Mobile User Experience
4054132,PLACES NYC,498,Singles
4054132,PLACES NYC,638,Hiking
4054132,PLACES NYC,1273,New In Town
4054132,PLACES NYC,1998,Travel
4054132,PLACES NYC,4392,Nightlife
4054132,PLACES NYC,4422,Social Networking
4054132,PLACES NYC,10581,Social
4054132,PLACES NYC,15117,Fun Times
4054132,PLACES NYC,15761,Entertainment
4054132,PLACES NYC,15892,Adventure
4054132,PLACES NYC,16809,New York City
4054132,PLACES NYC,18312,New York
4054132,PLACES NYC,18528,Foodie
4054132,PLACES NYC,20169,Culture
4054132,PLACES NYC,117248,Museums & Galleries
13710502,Free NYC Photography Workshops,206,Digital Photography
13710502,Free NYC Photography Workshops,223,Photography
13710502,Free NYC Photography Workshops,15043,Photography Classes
13710502,Free NYC Photography Workshops,16613,Portrait Photography
13710502,Free NYC Photography Workshops,17885,Fashion Photography
13710502,Free NYC Photography Workshops,19646,Studio Photography
13710502,Free NYC Photography Workshops,44167,Commercial Photography Workshop
13710502,Free NYC Photography Workshops,95683,Advanced Photography Workshops
13710502,Free NYC Photography Workshops,117567,Studio Photography Workshop
13710502,Free NYC Photography Workshops,127991,Beginning Photography Workshops
13710502,Free NYC Photography Workshops,127993,Basic Photography Workshops
13710502,Free NYC Photography Workshops,324141,Digital Photography Workshops
21993357,Build with Code - New York City,563,Open Source
21993357,Build with Code - New York City,659,Web Design
21993357,Build with Code - New York City,3833,Software Development
21993357,Build with Code - New York City,7029,JavaScript
21993357,Build with Code - New York City,10209,Web Technology
21993357,Build with Code - New York City,15582,Web Development
21993357,Build with Code - New York City,16137,JQuery
21993357,Build with Code - New York City,48471,Computer programming
21993357,Build with Code - New York City,56555,JavaScript Libraries
21993357,Build with Code - New York City,85951,JavaScript Frameworks
21993357,Build with Code - New York City,101960,nodeJS
21993357,Build with Code - New York City,964072,JavaScript Applications
1454408,Dashing Whippets Running Team,401,Marathon
1454408,Dashing Whippets Running Team,2516,Running
1454408,Dashing Whippets Running Team,29359,Central Park
1454408,Dashing Whippets Running Team,38289,Long Distance Running
1454408,Dashing Whippets Running Team,88485,Prospect Park
1454408,Dashing Whippets Running Team,338221,Track Workouts
1454408,Dashing Whippets Running Team,338231,Brooklyn Training Runs
1454408,Dashing Whippets Running Team,338241,Queens Training Runs
1454408,Dashing Whippets Running Team,338251,Manhattan Training Runs
1454408,Dashing Whippets Running Team,338261,New York Road Runners
1454408,Dashing Whippets Running Team,340141,New Jersey Training Runs
6893532,NYC Startup Community,3880,Professional Development
6893532,NYC Startup Community,10209,Web Technology
6893532,NYC Startup Community,15405,Business Referral Networking
6893532,NYC Startup Community,19120,Raising Capital
6893532,NYC Startup Community,19882,Entrepreneurship
6893532,NYC Startup Community,20060,Entrepreneur Networking
6893532,NYC Startup Community,21681,Startup Businesses
6893532,NYC Startup Community,22816,Crowdfunding
6893532,NYC Startup Community,29000,Angel Investors
6893532,NYC Startup Community,38968,Venture Capital
6893532,NYC Startup Community,108403,Technology Startups
6893532,NYC Startup Community,153731,Startup Financing
18899254,Product Management New York,2993,Product Design
18899254,Product Management New York,3438,Project Management
18899254,Product Management New York,10043,Scrum
18899254,Product Management New York,16998,Prototyping
18899254,Product Management New York,19243,User Experience
18899254,Product Management New York,21549,Agile Project Management
18899254,Product Management New York,38660,Lean Startup
18899254,Product Management New York,42012,Product Development
18899254,Product Management New York,42278,Software Product Management
18899254,Product Management New York,61781,UX Design
18899254,Product Management New York,62946,New Product Development: Software & Tech
18899254,Product Management New York,93740,Product Management
18899254,Product Management New York,93741,Product Marketing
18899254,Product Management New York,635622,Mobile Product Management
161249,The New York City Vegetarian & Vegan Meetup,92,Animal Welfare
161249,The New York City Vegetarian & Vegan Meetup,309,Vegetarian
161249,The New York City Vegetarian & Vegan Meetup,408,Vegan
161249,The New York City Vegetarian & Vegan Meetup,1983,Raw Food
161249,The New York City Vegetarian & Vegan Meetup,2349,Animal Rights
161249,The New York City Vegetarian & Vegan Meetup,19488,Vegan Education
161249,The New York City Vegetarian & Vegan Meetup,22190,Vegetarian Families
161249,The New York City Vegetarian & Vegan Meetup,24509,Raw Vegan
161249,The New York City Vegetarian & Vegan Meetup,136597,Vegetarian and Vegan Activism
161249,The New York City Vegetarian & Vegan Meetup,993282,Vegan Activism: Vegan Education and Vegan Outreach
1175673,Shorewalkers,89,Environment
1175673,Shorewalkers,242,Fitness
1175673,Shorewalkers,638,Hiking
1175673,Shorewalkers,933,Walking
1175673,Shorewalkers,1273,New In Town
1175673,Shorewalkers,10161,Nutrition
1175673,Shorewalkers,10451,Sports and Recreation
1175673,Shorewalkers,10581,Social
1175673,Shorewalkers,15046,Outdoors
1175673,Shorewalkers,15117,Fun Times
1175673,Shorewalkers,15892,Adventure
1175673,Shorewalkers,16809,New York City
1175673,Shorewalkers,25375,Exercise
13266852,"NYC/NJ Walks: Explore Architecture, Art, History & Nature",498,Singles
13266852,"NYC/NJ Walks: Explore Architecture, Art, History & Nature",933,Walking
13266852,"NYC/NJ Walks: Explore Architecture, Art, History & Nature",1273,New In Town
13266852,"NYC/NJ Walks: Explore Architecture, Art, History & Nature",1737,Architecture
13266852,"NYC/NJ Walks: Explore Architecture, Art, History & Nature",10581,Social
13266852,"NYC/NJ Walks: Explore Architecture, Art, History & Nature",15046,Outdoors
13266852,"NYC/NJ Walks: Explore Architecture, Art, History & Nature",15117,Fun Times
13266852,"NYC/NJ Walks: Explore Architecture, Art, History & Nature",15569,New Jersey
13266852,"NYC/NJ Walks: Explore Architecture, Art, History & Nature",16809,New York City
13266852,"NYC/NJ Walks: Explore Architecture, Art, History & Nature",16967,Outdoor Adventures
13266852,"NYC/NJ Walks: Explore Architecture, Art, History & Nature",19605,Walking Tours
13266852,"NYC/NJ Walks: Explore Architecture, Art, History & Nature",19666,Nature Walks
13266852,"NYC/NJ Walks: Explore Architecture, Art, History & Nature",25191,local history
13266852,"NYC/NJ Walks: Explore Architecture, Art, History & Nature",25375,Exercise
13266852,"NYC/NJ Walks: Explore Architecture, Art, History & Nature",26567,Art Walks and Tours
263790,The New York Python Meetup Group,563,Open Source
263790,The New York Python Meetup Group,1064,Python
263790,The New York Python Meetup Group,3833,Software Development
263790,The New York Python Meetup Group,10553,Django
263790,The New York Python Meetup Group,15582,Web Development
263790,The New York Python Meetup Group,48471,Computer programming
263790,The New York Python Meetup Group,917242,Python Web Development
994314,New York Real Estate Investors Association (REIA),484,Landlords
994314,New York Real Estate Investors Association (REIA),885,Cashflow
994314,New York Real Estate Investors Association (REIA),2027,Real Estate Agent
994314,New York Real Estate Investors Association (REIA),6364,Investing for Retirement
994314,New York Real Estate Investors Association (REIA),15088,Real Estate Networking
994314,New York Real Estate Investors Association (REIA),15516,Real Estate Foreclosures
994314,New York Real Estate Investors Association (REIA),16165,Real Estate Investors
994314,New York Real Estate Investors Association (REIA),16671,Commercial Real Estate
994314,New York Real Estate Investors Association (REIA),17028,Real Estate Investing
994314,New York Real Estate Investors Association (REIA),17234,Stock Trading
994314,New York Real Estate Investors Association (REIA),18964,Real Estate
994314,New York Real Estate Investors Association (REIA),19882,Entrepreneurship
994314,New York Real Estate Investors Association (REIA),22568,Real Estate Investment Education
994314,New York Real Estate Investors Association (REIA),46403,Beginner Real Estate Investing
3324842,Language Exchange NYC,182,English as a Second Language
3324842,Language Exchange NYC,183,Spanish Language
3324842,Language Exchange NYC,184,Italian Language
3324842,Language Exchange NYC,185,French Language
3324842,Language Exchange NYC,644,German Language
3324842,Language Exchange NYC,712,Portuguese Language
3324842,Language Exchange NYC,862,Korean Language
3324842,Language Exchange NYC,982,Russian Language
3324842,Language Exchange NYC,3451,International and Exchange Students
3324842,Language Exchange NYC,10454,Language & Culture
3324842,Language Exchange NYC,10581,Social
3324842,Language Exchange NYC,25544,Japanese Language
3324842,Language Exchange NYC,26212,Language Exchange
3324842,Language Exchange NYC,28980,ESL practice
3324842,Language Exchange NYC,30366,Japanese Culture
3324842,Language Exchange NYC,33004,Chinese Culture
3324842,Language Exchange NYC,125467,Chinese language
21661018,NYC Language Exchange Friends,182,English as a Second Language
21661018,NYC Language Exchange Friends,183,Spanish Language
21661018,NYC Language Exchange Friends,185,French Language
21661018,NYC Language Exchange Friends,3451,International and Exchange Students
21661018,NYC Language Exchange Friends,4446,Expat
21661018,NYC Language Exchange Friends,10454,Language & Culture
21661018,NYC Language Exchange Friends,15117,Fun Times
21661018,NYC Language Exchange Friends,25698,English Language
21661018,NYC Language Exchange Friends,26212,Language Exchange
21661018,NYC Language Exchange Friends,48618,Spanish English Exchange
21661018,NYC Language Exchange Friends,50881,International Friends
21661018,NYC Language Exchange Friends,56282,Spanish & English Language Exchange
21661018,NYC Language Exchange Friends,67622,Culture Exchange
5616472,Appalachian Mountain Club New York-North Jersey,374,Camping
5616472,Appalachian Mountain Club New York-North Jersey,638,Hiking
5616472,Appalachian Mountain Club New York-North Jersey,726,Paddling
5616472,Appalachian Mountain Club New York-North Jersey,933,Walking
5616472,Appalachian Mountain Club New York-North Jersey,1566,Rock Climbing
5616472,Appalachian Mountain Club New York-North Jersey,1700,Conservation
5616472,Appalachian Mountain Club New York-North Jersey,6696,Snowshoeing
5616472,Appalachian Mountain Club New York-North Jersey,15046,Outdoors
5616472,Appalachian Mountain Club New York-North Jersey,15672,Outdoor  Fitness
5616472,Appalachian Mountain Club New York-North Jersey,16967,Outdoor Adventures
5616472,Appalachian Mountain Club New York-North Jersey,18988,Backpacking
5616472,Appalachian Mountain Club New York-North Jersey,19666,Nature Walks
5616472,Appalachian Mountain Club New York-North Jersey,27699,"New In Town, Singles, Couples, Friends, Men,Women"
5616472,Appalachian Mountain Club New York-North Jersey,52821,Cross Country Skiing
9201702,Drawing New York,1502,Art
9201702,Drawing New York,2784,Figure Drawing
9201702,Drawing New York,10091,Illustration
9201702,Drawing New York,16389,Fine Arts
9201702,Drawing New York,16783,Sketching
9201702,Drawing New York,16784,Painting
9201702,Drawing New York,20395,fashion illustration
9201702,Drawing New York,20805,Drawing
9201702,Drawing New York,23981,Life Drawing
9201702,Drawing New York,25223,"Painting - Oil, Acrylic, Watercolor, etc."
9201702,Drawing New York,36229,Creativity
9201702,Drawing New York,92988,Figure Drawing Workshops
9201702,Drawing New York,840652,Life Drawing drop in sessions
19480142,New York Artificial Intelligence In Healthcare,456,Artificial Intelligence
19480142,New York Artificial Intelligence In Healthcare,563,Open Source
19480142,New York Artificial Intelligence In Healthcare,1064,Python
19480142,New York Artificial Intelligence In Healthcare,3833,Software Development
19480142,New York Artificial Intelligence In Healthcare,6960,Neuroscience
19480142,New York Artificial Intelligence In Healthcare,18062,Big Data
19480142,New York Artificial Intelligence In Healthcare,19882,Entrepreneurship
19480142,New York Artificial Intelligence In Healthcare,23576,Medicine
19480142,New York Artificial Intelligence In Healthcare,29971,Machine Learning
19480142,New York Artificial Intelligence In Healthcare,33876,Mathematics
19480142,New York Artificial Intelligence In Healthcare,102811,Data Science
19480142,New York Artificial Intelligence In Healthcare,154951,Healthcare Innovation
19480142,New York Artificial Intelligence In Healthcare,745722,Artificial Intelligence Programming
19480142,New York Artificial Intelligence In Healthcare,1456952,Deep Learning
19480142,New York Artificial Intelligence In Healthcare,1493232,Blockchain
1625480,PS2G NYC-Coed Soccer Pickup for Charity -Play Soccer 2 Give,947,Soccer
1625480,PS2G NYC-Coed Soccer Pickup for Charity -Play Soccer 2 Give,3340,Pick-Up Soccer
1625480,PS2G NYC-Coed Soccer Pickup for Charity -Play Soccer 2 Give,15826,Indoor Soccer
1625480,PS2G NYC-Coed Soccer Pickup for Charity -Play Soccer 2 Give,20557,Coed Soccer
1625480,PS2G NYC-Coed Soccer Pickup for Charity -Play Soccer 2 Give,24517,Outdoor Soccer
1625480,PS2G NYC-Coed Soccer Pickup for Charity -Play Soccer 2 Give,25732,NYC Soccer
1446129,Brooklyn Pickup Soccer Group,947,Soccer
1446129,Brooklyn Pickup Soccer Group,1475,Beer
1446129,Brooklyn Pickup Soccer Group,2588,English Premier League
1446129,Brooklyn Pickup Soccer Group,3340,Pick-Up Soccer
1446129,Brooklyn Pickup Soccer Group,7277,European Football
1446129,Brooklyn Pickup Soccer Group,10451,Sports and Recreation
1446129,Brooklyn Pickup Soccer Group,20557,Coed Soccer
26535745,Blockchain NYC - Blockchain | AI | Data Science,70315,Virtual Currency
26535745,Blockchain NYC - Blockchain | AI | Data Science,84681,Cryptography
26535745,Blockchain NYC - Blockchain | AI | Data Science,139517,Bitcoin
26535745,Blockchain NYC - Blockchain | AI | Data Science,143713,Digital Currency
26535745,Blockchain NYC - Blockchain | AI | Data Science,191791,Cryptocurrency
26535745,Blockchain NYC - Blockchain | AI | Data Science,462662,Bitcoin Miners
26535745,Blockchain NYC - Blockchain | AI | Data Science,1471982,Smart Contracts
26535745,Blockchain NYC - Blockchain | AI | Data Science,1471992,Ethereum
26535745,Blockchain NYC - Blockchain | AI | Data Science,1483532,Bitcoin Security
26535745,Blockchain NYC - Blockchain | AI | Data Science,1493232,Blockchain
26535745,Blockchain NYC - Blockchain | AI | Data Science,1505062,Solidity
26535745,Blockchain NYC - Blockchain | AI | Data Science,1510432,Blockchain Security
26535745,Blockchain NYC - Blockchain | AI | Data Science,1513749,Blockchain Development
26535745,Blockchain NYC - Blockchain | AI | Data Science,1514179,Ethereum blockchain
25488205,NYC Fintech Women,456,Artificial Intelligence
25488205,NYC Fintech Women,10296,Women in Technology
25488205,NYC Fintech Women,15497,Women Entrepreneurs
25488205,NYC Fintech Women,16839,Wealth Creation
25488205,NYC Fintech Women,19261,financial services
25488205,NYC Fintech Women,21283,Women's Business Networking
25488205,NYC Fintech Women,22087,Wealth Building
25488205,NYC Fintech Women,26273,Professional Women
25488205,NYC Fintech Women,34050,Financial Technology
25488205,NYC Fintech Women,84681,Cryptography
25488205,NYC Fintech Women,131681,Financial Innovation
25488205,NYC Fintech Women,191791,Cryptocurrency
25488205,NYC Fintech Women,1493232,Blockchain
25488205,NYC Fintech Women,1510317,Fintech Evolution
25488205,NYC Fintech Women,1513387,Women Tech Makers
7803822,Beautiful Game FC,947,Soccer
7803822,Beautiful Game FC,3340,Pick-Up Soccer
7803822,Beautiful Game FC,7277,European Football
7803822,Beautiful Game FC,15826,Indoor Soccer
7803822,Beautiful Game FC,18775,Experienced Soccer Players
7803822,Beautiful Game FC,20557,Coed Soccer
7803822,Beautiful Game FC,24517,Outdoor Soccer
7803822,Beautiful Game FC,24518,Pick-Up Soccer (Summer)
7803822,Beautiful Game FC,25732,NYC Soccer
7803822,Beautiful Game FC,99206,Soccer picnics
7803822,Beautiful Game FC,148312,Play pickup Soccer
7803822,Beautiful Game FC,709522,Mens Pick Up Soccer
29710924,Figma NY,659,Web Design
29710924,Figma NY,2993,Product Design
29710924,Figma NY,19243,User Experience
29710924,Figma NY,61781,UX Design
29710924,Figma NY,107583,UI Design
29710924,Figma NY,1507469,Product Design / Engineering
1379977,Gainfully Unemployed,1273,New In Town
1379977,Gainfully Unemployed,2790,New Career
1379977,Gainfully Unemployed,2852,Frugal Living
1379977,Gainfully Unemployed,3336,Self-Improvement
1379977,Gainfully Unemployed,3880,Professional Development
1379977,Gainfully Unemployed,4392,Nightlife
1379977,Gainfully Unemployed,4422,Social Networking
1379977,Gainfully Unemployed,7898,Freecycle
1379977,Gainfully Unemployed,10581,Social
1379977,Gainfully Unemployed,15892,Adventure
1379977,Gainfully Unemployed,21900,Job Search
1379977,Gainfully Unemployed,65572,Unemployed NYC
1379977,Gainfully Unemployed,695852,Bargain Shopping
25600157,The New York Supply Chain Meetup,9339,Logistics
25600157,The New York Supply Chain Meetup,10486,Supply Chain Management
25600157,The New York Supply Chain Meetup,17797,Transportation
25600157,The New York Supply Chain Meetup,19672,Six Sigma
25600157,The New York Supply Chain Meetup,31725,Transportation Planning
25600157,The New York Supply Chain Meetup,61404,Operations Management
25600157,The New York Supply Chain Meetup,74164,Procurement Management
25600157,The New York Supply Chain Meetup,77566,Business Process Improvement
25600157,The New York Supply Chain Meetup,83515,Business operations
25600157,The New York Supply Chain Meetup,809672,Freight
25600157,The New York Supply Chain Meetup,1461892,Decentralized Systems
25600157,The New York Supply Chain Meetup,1471982,Smart Contracts
25600157,The New York Supply Chain Meetup,1507587,Supply Chain Performance & KPIs
25600157,The New York Supply Chain Meetup,1507589,Supply Chain Strategy
25600157,The New York Supply Chain Meetup,1511488,Decentralized Ledger Technology (DLT)
228383,New York Backpackers,374,Camping
228383,New York Backpackers,590,Kayaking
228383,New York Backpackers,638,Hiking
228383,New York Backpackers,1566,Rock Climbing
228383,New York Backpackers,2294,Skiing
228383,New York Backpackers,3425,Snowboarding
228383,New York Backpackers,17259,Road Cycling
228383,New York Backpackers,18617,Cycling
228383,New York Backpackers,18988,Backpacking
228383,New York Backpackers,24396,Ice Climbing
228383,New York Backpackers,28845,Snowsports
228383,New York Backpackers,31851,"Hiking, Backpacking, Camping"
1669000,Girl Develop It NYC,659,Web Design
1669000,Girl Develop It NYC,3833,Software Development
1669000,Girl Develop It NYC,7203,Education & Technology
1669000,Girl Develop It NYC,10102,Internet Professionals
1669000,Girl Develop It NYC,10209,Web Technology
1669000,Girl Develop It NYC,10579,Technology
1669000,Girl Develop It NYC,15497,Women Entrepreneurs
1669000,Girl Develop It NYC,15582,Web Development
1669000,Girl Develop It NYC,16216,Mobile Technology
1669000,Girl Develop It NYC,17933,Women's Empowerment
1669000,Girl Develop It NYC,21441,Mobile Development
1669000,Girl Develop It NYC,26273,Professional Women
1669000,Girl Develop It NYC,48471,Computer programming
1669000,Girl Develop It NYC,358581,Girl Develop It
1669000,Girl Develop It NYC,1503656,Tessel
16058362,HackerNest NYC Tech Socials,563,Open Source
16058362,HackerNest NYC Tech Socials,659,Web Design
16058362,HackerNest NYC Tech Socials,1954,Innovation
16058362,HackerNest NYC Tech Socials,3833,Software Development
16058362,HackerNest NYC Tech Socials,9696,New Technology
16058362,HackerNest NYC Tech Socials,10209,Web Technology
16058362,HackerNest NYC Tech Socials,10579,Technology
16058362,HackerNest NYC Tech Socials,15582,Web Development
16058362,HackerNest NYC Tech Socials,16216,Mobile Technology
16058362,HackerNest NYC Tech Socials,21441,Mobile Development
16058362,HackerNest NYC Tech Socials,21681,Startup Businesses
16058362,HackerNest NYC Tech Socials,48471,Computer programming
16058362,HackerNest NYC Tech Socials,62946,New Product Development: Software & Tech
16058362,HackerNest NYC Tech Socials,108403,Technology Startups
16058362,HackerNest NYC Tech Socials,128595,Internet Startups
26774601,CryptoMondays NYC,70315,Virtual Currency
26774601,CryptoMondays NYC,100259,Decentralization
26774601,CryptoMondays NYC,139517,Bitcoin
26774601,CryptoMondays NYC,143713,Digital Currency
26774601,CryptoMondays NYC,191791,Cryptocurrency
26774601,CryptoMondays NYC,1471992,Ethereum
26774601,CryptoMondays NYC,1493232,Blockchain
26774601,CryptoMondays NYC,1509011,Crypto - Tokens (Ethereum )
26774601,CryptoMondays NYC,1509012,Tokens
26774601,CryptoMondays NYC,1515124,Crypto Currency
1515830,The Product Group,1954,Innovation
1515830,The Product Group,2993,Product Design
1515830,The Product Group,9696,New Technology
1515830,The Product Group,10209,Web Technology
1515830,The Product Group,10579,Technology
1515830,The Product Group,15720,Professional Networking
1515830,The Product Group,19243,User Experience
1515830,The Product Group,19882,Entrepreneurship
1515830,The Product Group,21681,Startup Businesses
1515830,The Product Group,26938,Usability
1515830,The Product Group,38660,Lean Startup
1515830,The Product Group,42012,Product Development
1515830,The Product Group,42278,Software Product Management
1515830,The Product Group,62946,New Product Development: Software & Tech
1515830,The Product Group,93740,Product Management
20365815,Scala + Python + Spark + Data Science,1064,Python
20365815,Scala + Python + Spark + Data Science,10296,Women in Technology
20365815,Scala + Python + Spark + Data Science,16325,Software Engineering
20365815,Scala + Python + Spark + Data Science,17936,Scala
20365815,Scala + Python + Spark + Data Science,18060,Hadoop
20365815,Scala + Python + Spark + Data Science,18062,Big Data
20365815,Scala + Python + Spark + Data Science,20398,Amazon Web Services
20365815,Scala + Python + Spark + Data Science,22792,Functional Programming
20365815,Scala + Python + Spark + Data Science,24553,Natural Language Processing
20365815,Scala + Python + Spark + Data Science,29971,Machine Learning
20365815,Scala + Python + Spark + Data Science,30928,Data Analytics
20365815,Scala + Python + Spark + Data Science,102811,Data Science
20365815,Scala + Python + Spark + Data Science,161129,Distributed Scala Programming
20365815,Scala + Python + Spark + Data Science,1471442,Apache Spark
20365815,Scala + Python + Spark + Data Science,1481522,Data Science using Python
1977421,Data Visualization New York,781,Graphic Design
1977421,Data Visualization New York,1081,Graphical User Interfaces
1977421,Data Visualization New York,1369,Information Architecture
1977421,Data Visualization New York,1737,Architecture
1977421,Data Visualization New York,10110,Interaction Design
1977421,Data Visualization New York,10538,Business Intelligence
1977421,Data Visualization New York,17232,Technical Analysis
1977421,Data Visualization New York,18987,Visualization
1977421,Data Visualization New York,21681,Startup Businesses
1977421,Data Visualization New York,22467,Finance
1977421,Data Visualization New York,33876,Mathematics
1977421,Data Visualization New York,37381,Data Visualization
1977421,Data Visualization New York,55324,Data Mining
1977421,Data Visualization New York,77098,Infographics
1977421,Data Visualization New York,115913,Applied Statistics
1680805,I wanted to do that...Just not alone!!,223,Photography
1680805,I wanted to do that...Just not alone!!,638,Hiking
1680805,I wanted to do that...Just not alone!!,713,Dining Out
1680805,I wanted to do that...Just not alone!!,1273,New In Town
1680805,I wanted to do that...Just not alone!!,1502,Art
1680805,I wanted to do that...Just not alone!!,1998,Travel
1680805,I wanted to do that...Just not alone!!,4392,Nightlife
1680805,I wanted to do that...Just not alone!!,4422,Social Networking
1680805,I wanted to do that...Just not alone!!,8652,Live Music
1680805,I wanted to do that...Just not alone!!,10581,Social
1680805,I wanted to do that...Just not alone!!,15117,Fun Times
1680805,I wanted to do that...Just not alone!!,15892,Adventure
1680805,I wanted to do that...Just not alone!!,23012,Singles 20's  & 30's
1680805,I wanted to do that...Just not alone!!,197471,Nature
14306982,Flatiron School NYC Coding Community,563,Open Source
14306982,Flatiron School NYC Coding Community,659,Web Design
14306982,Flatiron School NYC Coding Community,3833,Software Development
14306982,Flatiron School NYC Coding Community,7029,JavaScript
14306982,Flatiron School NYC Coding Community,9696,New Technology
14306982,Flatiron School NYC Coding Community,10102,Internet Professionals
14306982,Flatiron School NYC Coding Community,10209,Web Technology
14306982,Flatiron School NYC Coding Community,15582,Web Development
14306982,Flatiron School NYC Coding Community,17628,Programming Languages
14306982,Flatiron School NYC Coding Community,21441,Mobile Development
14306982,Flatiron School NYC Coding Community,21477,Objective C
14306982,Flatiron School NYC Coding Community,48471,Computer programming
14306982,Flatiron School NYC Coding Community,106382,iOS
14306982,Flatiron School NYC Coding Community,127567,iOS Development
9543632,BitDevs NYC,563,Open Source
9543632,BitDevs NYC,7330,Censorship and Freedom of Speech
9543632,BitDevs NYC,32743,Information Security
9543632,BitDevs NYC,45997,Game Theory
9543632,BitDevs NYC,84681,Cryptography
9543632,BitDevs NYC,113032,Distributed Systems
9543632,BitDevs NYC,139517,Bitcoin
9543632,BitDevs NYC,191791,Cryptocurrency
9543632,BitDevs NYC,218861,cypherpunk
9543632,BitDevs NYC,1471982,Smart Contracts
9543632,BitDevs NYC,1471992,Ethereum
9543632,BitDevs NYC,1510889,Monero
9543632,BitDevs NYC,1516644,Lightning Network
9543632,BitDevs NYC,1516990,MimbleWimble
20586994,Deep Learning NYC,456,Artificial Intelligence
20586994,Deep Learning NYC,29971,Machine Learning
20586994,Deep Learning NYC,38458,Predictive Analytics
20586994,Deep Learning NYC,39679,Neural Networks
20586994,Deep Learning NYC,63863,Cognitive Science
20586994,Deep Learning NYC,98137,Machine Intelligence
